85	 Q0 	AP890220-0143	1	8.3196989724	 Exp 
85	 Q0 	AP890726-0212	118	5.1284309336	 Exp 
85	 Q0 	AP890309-0205	119	5.1182440471	 Exp 
85	 Q0 	AP890923-0080	120	5.1179782399	 Exp 
85	 Q0 	AP890921-0085	121	5.1131836868	 Exp 
85	 Q0 	AP890804-0147	122	5.1067073453	 Exp 
85	 Q0 	AP890216-0050	123	5.1065720995	 Exp 
85	 Q0 	AP890517-0280	124	5.1047591768	 Exp 
85	 Q0 	AP890217-0049	125	5.0844294576	 Exp 
85	 Q0 	AP890923-0106	126	5.0763452657	 Exp 
85	 Q0 	AP890624-0028	127	5.0718401993	 Exp 
85	 Q0 	AP890802-0043	128	5.0652219568	 Exp 
85	 Q0 	AP890904-0081	129	5.0621847073	 Exp 
85	 Q0 	AP890424-0135	130	5.0586518287	 Exp 
85	 Q0 	AP891226-0086	131	5.0573884350	 Exp 
85	 Q0 	AP890413-0055	132	5.0542452470	 Exp 
85	 Q0 	AP891102-0229	133	5.0530220270	 Exp 
85	 Q0 	AP890803-0022	134	5.0475537153	 Exp 
85	 Q0 	AP891106-0059	135	5.0347880067	 Exp 
85	 Q0 	AP890221-0078	136	5.0345346367	 Exp 
85	 Q0 	AP890124-0165	137	4.9990067027	 Exp 
85	 Q0 	AP890530-0201	138	4.9975509234	 Exp 
85	 Q0 	AP891011-0208	139	4.9894154185	 Exp 
85	 Q0 	AP890516-0199	140	4.9887752391	 Exp 
85	 Q0 	AP890206-0153	141	4.9838305038	 Exp 
85	 Q0 	AP890116-0144	142	4.9749262402	 Exp 
85	 Q0 	AP890109-0132	143	4.9615605267	 Exp 
85	 Q0 	AP891124-0105	144	4.9614382523	 Exp 
85	 Q0 	AP891211-0013	145	4.9589522982	 Exp 
85	 Q0 	AP891020-0162	146	4.9563367439	 Exp 
85	 Q0 	AP890809-0019	147	4.9479086883	 Exp 
85	 Q0 	AP890914-0001	148	4.9463955058	 Exp 
85	 Q0 	AP890819-0113	149	4.9304220400	 Exp 
85	 Q0 	AP890729-0040	150	4.9272529346	 Exp 
85	 Q0 	AP890712-0059	151	4.9263066639	 Exp 
85	 Q0 	AP890704-0151	152	4.9154596198	 Exp 
85	 Q0 	AP890710-0012	153	4.9154596198	 Exp 
85	 Q0 	AP890121-0118	154	4.9071037670	 Exp 
85	 Q0 	AP890519-0255	155	4.9058888882	 Exp 
85	 Q0 	AP890109-0072	156	4.9053203394	 Exp 
85	 Q0 	AP890424-0079	157	4.9013891361	 Exp 
85	 Q0 	AP891012-0018	158	4.8913255735	 Exp 
85	 Q0 	AP890621-0143	159	4.8912968703	 Exp 
85	 Q0 	AP890424-0034	160	4.8897835592	 Exp 
85	 Q0 	AP890906-0183	161	4.8897647314	 Exp 
85	 Q0 	AP890723-0023	162	4.8848261137	 Exp 
85	 Q0 	AP890710-0036	163	4.8818816783	 Exp 
85	 Q0 	AP891005-0243	164	4.8751200132	 Exp 
85	 Q0 	AP891213-0175	165	4.8685789489	 Exp 
85	 Q0 	AP890915-0144	166	4.8629833503	 Exp 
85	 Q0 	AP890517-0287	167	4.8584663173	 Exp 
85	 Q0 	AP891012-0293	168	4.8537645274	 Exp 
85	 Q0 	AP890118-0150	169	4.8529660201	 Exp 
85	 Q0 	AP890523-0044	170	4.8488125196	 Exp 
85	 Q0 	AP890725-0142	171	4.8366463461	 Exp 
85	 Q0 	AP890314-0022	172	4.8364815975	 Exp 
85	 Q0 	AP891031-0190	173	4.8339908997	 Exp 
85	 Q0 	AP890807-0158	174	4.8320793997	 Exp 
85	 Q0 	AP890125-0242	175	4.8315903253	 Exp 
85	 Q0 	AP890621-0007	176	4.8307188982	 Exp 
85	 Q0 	AP890316-0157	177	4.8303316132	 Exp 
85	 Q0 	AP891215-0244	178	4.8289489077	 Exp 
85	 Q0 	AP890721-0159	179	4.8265160072	 Exp 
85	 Q0 	AP890221-0159	180	4.8264331254	 Exp 
85	 Q0 	AP891116-0113	181	4.8235905546	 Exp 
85	 Q0 	AP890322-0259	182	4.8072510492	 Exp 
85	 Q0 	AP890504-0098	183	4.8018972392	 Exp 
85	 Q0 	AP890410-0081	184	4.8001591276	 Exp 
85	 Q0 	AP891207-0027	185	4.7970606282	 Exp 
85	 Q0 	AP890314-0201	186	4.7882151526	 Exp 
85	 Q0 	AP890921-0204	187	4.7835015026	 Exp 
85	 Q0 	AP891027-0178	188	4.7823528277	 Exp 
85	 Q0 	AP891017-0172	189	4.7820168705	 Exp 
85	 Q0 	AP890315-0056	190	4.7768253095	 Exp 
85	 Q0 	AP890715-0008	191	4.7760692019	 Exp 
85	 Q0 	AP891004-0078	192	4.7717983096	 Exp 
85	 Q0 	AP890208-0025	193	4.7717032412	 Exp 
85	 Q0 	AP891204-0155	194	4.7707849183	 Exp 
85	 Q0 	AP890727-0112	195	4.7637524372	 Exp 
85	 Q0 	AP890106-0119	196	4.7590867948	 Exp 
85	 Q0 	AP890206-0087	197	4.7579987886	 Exp 
85	 Q0 	AP890914-0168	198	4.7559589849	 Exp 
85	 Q0 	AP890714-0124	199	4.7496208228	 Exp 
85	 Q0 	AP890306-0061	200	4.7433152027	 Exp 
85	 Q0 	AP890711-0096	201	4.7302317536	 Exp 
85	 Q0 	AP891207-0102	202	4.7251623475	 Exp 
85	 Q0 	AP890413-0182	203	4.7241346409	 Exp 
85	 Q0 	AP890922-0089	204	4.7150891126	 Exp 
85	 Q0 	AP890710-0119	205	4.7130755556	 Exp 
85	 Q0 	AP890118-0177	206	4.7109430181	 Exp 
85	 Q0 	AP891101-0036	207	4.7108284721	 Exp 
85	 Q0 	AP891215-0157	208	4.7106182189	 Exp 
85	 Q0 	AP890428-0072	209	4.7080240844	 Exp 
85	 Q0 	AP890303-0139	210	4.7011302676	 Exp 
85	 Q0 	AP891106-0081	211	4.6987215180	 Exp 
85	 Q0 	AP891028-0077	212	4.6942672798	 Exp 
85	 Q0 	AP890206-0065	213	4.6888971435	 Exp 
85	 Q0 	AP890217-0035	214	4.6856678884	 Exp 
85	 Q0 	AP890919-0162	215	4.6837930160	 Exp 
85	 Q0 	AP890304-0129	216	4.6738625552	 Exp 
85	 Q0 	AP891123-0158	217	4.6668074442	 Exp 
85	 Q0 	AP890107-0037	218	4.6643891734	 Exp 
85	 Q0 	AP890919-0152	219	4.6598179496	 Exp 
85	 Q0 	AP890425-0085	220	4.6554524282	 Exp 
85	 Q0 	AP890208-0114	221	4.6459384774	 Exp 
85	 Q0 	AP890127-0128	222	4.6457593905	 Exp 
85	 Q0 	AP891221-0239	223	4.6406285654	 Exp 
85	 Q0 	AP891031-0163	224	4.6384026942	 Exp 
85	 Q0 	AP891202-0120	225	4.6376808021	 Exp 
85	 Q0 	AP890713-0203	226	4.6366664649	 Exp 
85	 Q0 	AP891009-0090	227	4.6337438949	 Exp 
85	 Q0 	AP890315-0078	228	4.6335337655	 Exp 
85	 Q0 	AP890727-0175	229	4.6290268911	 Exp 
85	 Q0 	AP891025-0083	230	4.6235975606	 Exp 
85	 Q0 	AP890919-0084	231	4.6230965347	 Exp 
85	 Q0 	AP891026-0169	232	4.6223360016	 Exp 
85	 Q0 	AP891231-0010	233	4.6194072882	 Exp 
85	 Q0 	AP890228-0141	234	4.6185170549	 Exp 
85	 Q0 	AP891011-0147	235	4.6166670780	 Exp 
85	 Q0 	AP890129-0044	236	4.6161080491	 Exp 
85	 Q0 	AP890829-0220	237	4.6160687752	 Exp 
85	 Q0 	AP890823-0093	238	4.6126642103	 Exp 
85	 Q0 	AP890627-0257	239	4.6125782983	 Exp 
85	 Q0 	AP891107-0005	240	4.6108347914	 Exp 
85	 Q0 	AP890114-0044	241	4.6099105963	 Exp 
85	 Q0 	AP890601-0128	242	4.6079509470	 Exp 
85	 Q0 	AP891114-0142	243	4.6040662540	 Exp 
85	 Q0 	AP891006-0184	244	4.6039474927	 Exp 
85	 Q0 	AP890626-0074	245	4.6008145343	 Exp 
85	 Q0 	AP890118-0081	246	4.6001763093	 Exp 
85	 Q0 	AP890706-0226	247	4.5939661157	 Exp 
85	 Q0 	AP891105-0023	248	4.5910552740	 Exp 
85	 Q0 	AP891129-0065	249	4.5907836206	 Exp 
85	 Q0 	AP890226-0079	250	4.5894884091	 Exp 
85	 Q0 	AP890510-0222	251	4.5870900752	 Exp 
85	 Q0 	AP890126-0027	252	4.5841790151	 Exp 
85	 Q0 	AP891123-0040	253	4.5786186978	 Exp 
85	 Q0 	AP890531-0106	254	4.5771817873	 Exp 
85	 Q0 	AP890304-0097	255	4.5762889820	 Exp 
85	 Q0 	AP891202-0057	256	4.5762541857	 Exp 
85	 Q0 	AP891103-0279	257	4.5747087950	 Exp 
85	 Q0 	AP890921-0154	258	4.5657470678	 Exp 
85	 Q0 	AP890622-0282	259	4.5649372979	 Exp 
85	 Q0 	AP890521-0032	260	4.5614017867	 Exp 
85	 Q0 	AP891026-0118	261	4.5603213961	 Exp 
85	 Q0 	AP890318-0003	262	4.5592160653	 Exp 
85	 Q0 	AP890506-0144	263	4.5587606694	 Exp 
85	 Q0 	AP890129-0009	264	4.5581896671	 Exp 
85	 Q0 	AP890328-0167	265	4.5578449476	 Exp 
85	 Q0 	AP891214-0108	266	4.5575633120	 Exp 
85	 Q0 	AP890718-0233	267	4.5568786571	 Exp 
85	 Q0 	AP890626-0261	268	4.5514947228	 Exp 
85	 Q0 	AP891109-0096	269	4.5498654908	 Exp 
85	 Q0 	AP890210-0228	270	4.5447641663	 Exp 
85	 Q0 	AP890119-0085	271	4.5439694170	 Exp 
85	 Q0 	AP890724-0098	272	4.5404583578	 Exp 
85	 Q0 	AP891012-0063	273	4.5393901632	 Exp 
85	 Q0 	AP891104-0090	274	4.5390426870	 Exp 
85	 Q0 	AP890903-0020	275	4.5344299892	 Exp 
85	 Q0 	AP890224-0039	276	4.5258179342	 Exp 
85	 Q0 	AP890302-0132	277	4.5247259750	 Exp 
85	 Q0 	AP891011-0206	278	4.5199467132	 Exp 
85	 Q0 	AP890209-0152	279	4.5166624175	 Exp 
85	 Q0 	AP891109-0169	280	4.5099275063	 Exp 
85	 Q0 	AP891023-0173	281	4.5098935089	 Exp 
85	 Q0 	AP890314-0198	282	4.5067315772	 Exp 
85	 Q0 	AP890401-0143	283	4.5060235207	 Exp 
85	 Q0 	AP890705-0049	284	4.4993151319	 Exp 
85	 Q0 	AP890630-0263	285	4.4960638779	 Exp 
85	 Q0 	AP890609-0064	286	4.4925385108	 Exp 
85	 Q0 	AP890719-0043	287	4.4901016875	 Exp 
85	 Q0 	AP891107-0238	288	4.4897798100	 Exp 
85	 Q0 	AP890728-0026	289	4.4855523923	 Exp 
85	 Q0 	AP890417-0158	290	4.4826027572	 Exp 
85	 Q0 	AP891229-0078	291	4.4824573978	 Exp 
85	 Q0 	AP891002-0151	292	4.4799095630	 Exp 
85	 Q0 	AP890119-0062	293	4.4785569697	 Exp 
85	 Q0 	AP890824-0176	294	4.4778567896	 Exp 
85	 Q0 	AP891227-0054	295	4.4766048546	 Exp 
85	 Q0 	AP890308-0175	296	4.4744817983	 Exp 
85	 Q0 	AP891213-0068	297	4.4649720058	 Exp 
85	 Q0 	AP890915-0229	298	4.4641694328	 Exp 
85	 Q0 	AP891217-0036	299	4.4619680491	 Exp 
85	 Q0 	AP890728-0062	300	4.4613305918	 Exp 
85	 Q0 	AP890309-0046	301	4.4584839289	 Exp 
85	 Q0 	AP890705-0109	302	4.4557349632	 Exp 
85	 Q0 	AP891204-0112	303	4.4532020312	 Exp 
85	 Q0 	AP890322-0123	304	4.4507703456	 Exp 
85	 Q0 	AP891129-0163	305	4.4487009953	 Exp 
85	 Q0 	AP890612-0114	306	4.4485676788	 Exp 
85	 Q0 	AP890222-0251	307	4.4481070730	 Exp 
85	 Q0 	AP890602-0066	308	4.4470218474	 Exp 
85	 Q0 	AP890228-0188	309	4.4457026917	 Exp 
85	 Q0 	AP890702-0068	310	4.4456354306	 Exp 
85	 Q0 	AP890227-0139	311	4.4422854652	 Exp 
85	 Q0 	AP890201-0231	312	4.4402012509	 Exp 
85	 Q0 	AP890622-0145	313	4.4377969419	 Exp 
85	 Q0 	AP891007-0045	314	4.4339136658	 Exp 
85	 Q0 	AP890626-0020	315	4.4274066469	 Exp 
85	 Q0 	AP891128-0108	316	4.4167453367	 Exp 
85	 Q0 	AP890309-0164	317	4.4120243592	 Exp 
85	 Q0 	AP890130-0163	318	4.4097443913	 Exp 
85	 Q0 	AP890802-0211	319	4.4096922917	 Exp 
85	 Q0 	AP890709-0024	320	4.4085916314	 Exp 
85	 Q0 	AP891121-0061	321	4.4085289685	 Exp 
85	 Q0 	AP890627-0172	322	4.4077275496	 Exp 
85	 Q0 	AP891108-0007	323	4.4009086284	 Exp 
85	 Q0 	AP890820-0019	324	4.3884869257	 Exp 
85	 Q0 	AP890615-0184	325	4.3737655383	 Exp 
85	 Q0 	AP891010-0107	326	4.3718792695	 Exp 
85	 Q0 	AP891013-0129	327	4.3717119884	 Exp 
85	 Q0 	AP890531-0203	328	4.3709311758	 Exp 
85	 Q0 	AP891002-0079	329	4.3702016896	 Exp 
85	 Q0 	AP891220-0076	330	4.3692757437	 Exp 
85	 Q0 	AP890223-0035	331	4.3688137168	 Exp 
85	 Q0 	AP891004-0145	332	4.3622058948	 Exp 
85	 Q0 	AP891221-0026	333	4.3617027713	 Exp 
85	 Q0 	AP890602-0137	334	4.3613668698	 Exp 
85	 Q0 	AP890725-0200	335	4.3597455551	 Exp 
85	 Q0 	AP890221-0082	336	4.3583147223	 Exp 
85	 Q0 	AP891201-0028	337	4.3548763988	 Exp 
85	 Q0 	AP891017-0189	338	4.3544460488	 Exp 
85	 Q0 	AP891018-0067	339	4.3544460488	 Exp 
85	 Q0 	AP891129-0203	340	4.3533656947	 Exp 
85	 Q0 	AP891106-0134	341	4.3497790176	 Exp 
85	 Q0 	AP890519-0131	342	4.3479814748	 Exp 
85	 Q0 	AP890307-0144	343	4.3467380882	 Exp 
85	 Q0 	AP890607-0166	344	4.3460904664	 Exp 
85	 Q0 	AP890518-0053	345	4.3440156158	 Exp 
85	 Q0 	AP890627-0208	346	4.3418405059	 Exp 
85	 Q0 	AP890316-0268	347	4.3401575087	 Exp 
85	 Q0 	AP891130-0235	348	4.3376973447	 Exp 
85	 Q0 	AP890405-0165	349	4.3361426278	 Exp 
85	 Q0 	AP890516-0152	350	4.3299153053	 Exp 
85	 Q0 	AP890615-0083	351	4.3271755009	 Exp 
85	 Q0 	AP890703-0015	352	4.3261198989	 Exp 
85	 Q0 	AP890602-0217	353	4.3247222604	 Exp 
85	 Q0 	AP890908-0024	354	4.3220641890	 Exp 
85	 Q0 	AP890117-0082	355	4.3218955462	 Exp 
85	 Q0 	AP891213-0213	356	4.3192393897	 Exp 
85	 Q0 	AP890203-0013	357	4.3168414461	 Exp 
85	 Q0 	AP890807-0021	358	4.3151065664	 Exp 
85	 Q0 	AP890908-0218	359	4.3141821688	 Exp 
85	 Q0 	AP890908-0105	360	4.3130292368	 Exp 
85	 Q0 	AP890121-0052	361	4.3116008427	 Exp 
85	 Q0 	AP890803-0058	362	4.3113946842	 Exp 
85	 Q0 	AP891202-0030	363	4.3105193832	 Exp 
85	 Q0 	AP890516-0238	364	4.3065622953	 Exp 
85	 Q0 	AP891218-0005	365	4.3049600217	 Exp 
85	 Q0 	AP890428-0084	366	4.3037074755	 Exp 
85	 Q0 	AP890506-0088	367	4.3027635500	 Exp 
85	 Q0 	AP890320-0177	368	4.2995618163	 Exp 
85	 Q0 	AP891212-0056	369	4.2987261649	 Exp 
85	 Q0 	AP890122-0046	370	4.2970730411	 Exp 
85	 Q0 	AP891121-0193	371	4.2934903341	 Exp 
85	 Q0 	AP890723-0036	372	4.2891043643	 Exp 
85	 Q0 	AP890417-0083	373	4.2879199081	 Exp 
85	 Q0 	AP890515-0134	374	4.2878678907	 Exp 
85	 Q0 	AP890406-0183	375	4.2871378500	 Exp 
85	 Q0 	AP890722-0045	376	4.2867524464	 Exp 
85	 Q0 	AP890523-0052	377	4.2847173216	 Exp 
85	 Q0 	AP890423-0024	378	4.2835351728	 Exp 
85	 Q0 	AP890305-0001	379	4.2811635529	 Exp 
85	 Q0 	AP890615-0149	380	4.2807324410	 Exp 
85	 Q0 	AP890814-0234	381	4.2803886181	 Exp 
85	 Q0 	AP890317-0023	382	4.2799411244	 Exp 
85	 Q0 	AP890311-0048	383	4.2794467792	 Exp 
85	 Q0 	AP890322-0256	384	4.2791829414	 Exp 
85	 Q0 	AP890426-0134	385	4.2750708292	 Exp 
85	 Q0 	AP890215-0079	386	4.2738303091	 Exp 
85	 Q0 	AP891218-0076	387	4.2719148654	 Exp 
85	 Q0 	AP890126-0131	388	4.2689402494	 Exp 
85	 Q0 	AP890317-0157	389	4.2624304488	 Exp 
85	 Q0 	AP890218-0068	390	4.2620151346	 Exp 
85	 Q0 	AP890920-0201	391	4.2582481963	 Exp 
85	 Q0 	AP890808-0004	392	4.2581363546	 Exp 
85	 Q0 	AP890627-0039	393	4.2573296682	 Exp 
85	 Q0 	AP890715-0093	394	4.2552879508	 Exp 
85	 Q0 	AP890624-0118	395	4.2501742370	 Exp 
85	 Q0 	AP891228-0174	396	4.2491791164	 Exp 
85	 Q0 	AP890125-0123	397	4.2466813054	 Exp 
85	 Q0 	AP890626-0275	398	4.2445700324	 Exp 
85	 Q0 	AP890826-0062	399	4.2385206776	 Exp 
85	 Q0 	AP891121-0145	400	4.2329534406	 Exp 
85	 Q0 	AP890922-0276	401	4.2309927453	 Exp 
85	 Q0 	AP890215-0020	402	4.2269285087	 Exp 
85	 Q0 	AP890808-0136	403	4.2221095757	 Exp 
85	 Q0 	AP890824-0070	404	4.2166929017	 Exp 
85	 Q0 	AP890508-0191	405	4.2142042234	 Exp 
85	 Q0 	AP890311-0029	406	4.2130427623	 Exp 
85	 Q0 	AP890202-0059	407	4.2119302711	 Exp 
85	 Q0 	AP890211-0153	408	4.2116385304	 Exp 
85	 Q0 	AP891011-0106	409	4.2070159448	 Exp 
85	 Q0 	AP890127-0186	410	4.2000694131	 Exp 
85	 Q0 	AP890622-0021	411	4.1979379923	 Exp 
85	 Q0 	AP890223-0155	412	4.1964690775	 Exp 
85	 Q0 	AP890424-0212	413	4.1962323974	 Exp 
85	 Q0 	AP890614-0189	414	4.1940085392	 Exp 
85	 Q0 	AP891124-0098	415	4.1931848690	 Exp 
85	 Q0 	AP890831-0047	416	4.1904951012	 Exp 
85	 Q0 	AP890120-0265	417	4.1900227581	 Exp 
85	 Q0 	AP890316-0083	418	4.1850057301	 Exp 
85	 Q0 	AP891120-0085	419	4.1844053745	 Exp 
85	 Q0 	AP890705-0159	420	4.1815973551	 Exp 
85	 Q0 	AP891203-0012	421	4.1809105744	 Exp 
85	 Q0 	AP890203-0169	422	4.1802914514	 Exp 
85	 Q0 	AP890827-0072	423	4.1800241150	 Exp 
85	 Q0 	AP890201-0076	424	4.1785629376	 Exp 
85	 Q0 	AP890519-0125	425	4.1774204023	 Exp 
85	 Q0 	AP890208-0035	426	4.1744273487	 Exp 
85	 Q0 	AP890927-0042	427	4.1734367442	 Exp 
85	 Q0 	AP890428-0154	428	4.1695514302	 Exp 
85	 Q0 	AP891116-0126	429	4.1670301706	 Exp 
85	 Q0 	AP890628-0179	430	4.1631951100	 Exp 
85	 Q0 	AP890823-0084	431	4.1624179819	 Exp 
85	 Q0 	AP890329-0034	432	4.1621544467	 Exp 
85	 Q0 	AP890920-0126	433	4.1608805357	 Exp 
85	 Q0 	AP890408-0007	434	4.1580234328	 Exp 
85	 Q0 	AP891027-0042	435	4.1568003655	 Exp 
85	 Q0 	AP891007-0007	436	4.1563950144	 Exp 
85	 Q0 	AP890816-0159	437	4.1532756306	 Exp 
85	 Q0 	AP891128-0018	438	4.1532572026	 Exp 
85	 Q0 	AP890130-0037	439	4.1512339482	 Exp 
85	 Q0 	AP890904-0058	440	4.1503531220	 Exp 
85	 Q0 	AP890712-0272	441	4.1499372616	 Exp 
85	 Q0 	AP890504-0175	442	4.1473770385	 Exp 
85	 Q0 	AP891122-0251	443	4.1391652772	 Exp 
85	 Q0 	AP890628-0043	444	4.1364299619	 Exp 
85	 Q0 	AP890510-0196	445	4.1362472316	 Exp 
85	 Q0 	AP891220-0065	446	4.1334574773	 Exp 
85	 Q0 	AP891124-0231	447	4.1333357816	 Exp 
85	 Q0 	AP890301-0166	448	4.1321908679	 Exp 
85	 Q0 	AP890626-0150	449	4.1274229115	 Exp 
85	 Q0 	AP890703-0151	450	4.1239653532	 Exp 
