85	 Q0 	AP890220-0143	1	-63.5786668792	 Exp 
85	 Q0 	AP891202-0120	314	-71.7774909897	 Exp 
85	 Q0 	AP890702-0068	315	-71.7842084832	 Exp 
85	 Q0 	AP890531-0194	316	-71.7860434454	 Exp 
85	 Q0 	AP891129-0065	317	-71.7888574455	 Exp 
85	 Q0 	AP891121-0022	318	-71.7997202724	 Exp 
85	 Q0 	AP890921-0154	319	-71.8020639757	 Exp 
85	 Q0 	AP890226-0079	320	-71.8084395275	 Exp 
85	 Q0 	AP890312-0048	321	-71.8122463522	 Exp 
85	 Q0 	AP890122-0046	322	-71.8147514513	 Exp 
85	 Q0 	AP891007-0007	323	-71.8158218214	 Exp 
85	 Q0 	AP890808-0136	324	-71.8176280520	 Exp 
85	 Q0 	AP890612-0143	325	-71.8285421829	 Exp 
85	 Q0 	AP890612-0288	326	-71.8285421829	 Exp 
85	 Q0 	AP890710-0036	327	-71.8288398854	 Exp 
85	 Q0 	AP890519-0255	328	-71.8289071089	 Exp 
85	 Q0 	AP890911-0040	329	-71.8355289882	 Exp 
85	 Q0 	AP890521-0032	330	-71.8419037537	 Exp 
85	 Q0 	AP890623-0137	331	-71.8477438554	 Exp 
85	 Q0 	AP890117-0082	332	-71.8499780940	 Exp 
85	 Q0 	AP890908-0105	333	-71.8557645586	 Exp 
85	 Q0 	AP890518-0053	334	-71.8627163446	 Exp 
85	 Q0 	AP890626-0261	335	-71.8644357823	 Exp 
85	 Q0 	AP890504-0098	336	-71.8682116998	 Exp 
85	 Q0 	AP890506-0144	337	-71.8738087650	 Exp 
85	 Q0 	AP890316-0083	338	-71.8762769490	 Exp 
85	 Q0 	AP891211-0013	339	-71.8809318679	 Exp 
85	 Q0 	AP890922-0154	340	-71.8839600121	 Exp 
85	 Q0 	AP891204-0155	341	-71.8848680792	 Exp 
85	 Q0 	AP890126-0027	342	-71.8866329555	 Exp 
85	 Q0 	AP890505-0158	343	-71.8881563774	 Exp 
85	 Q0 	AP890118-0081	344	-71.8932995141	 Exp 
85	 Q0 	AP890309-0164	345	-71.8986166609	 Exp 
85	 Q0 	AP890626-0074	346	-71.9003233486	 Exp 
85	 Q0 	AP891101-0093	347	-71.9027936094	 Exp 
85	 Q0 	AP891121-0061	348	-71.9059323487	 Exp 
85	 Q0 	AP890727-0175	349	-71.9115159131	 Exp 
85	 Q0 	AP890307-0144	350	-71.9121490485	 Exp 
85	 Q0 	AP891227-0160	351	-71.9130961816	 Exp 
85	 Q0 	AP890803-0058	352	-71.9170854615	 Exp 
85	 Q0 	AP890125-0242	353	-71.9185219631	 Exp 
85	 Q0 	AP890421-0082	354	-71.9200149491	 Exp 
85	 Q0 	AP890731-0055	355	-71.9209838279	 Exp 
85	 Q0 	AP890318-0003	356	-71.9220237032	 Exp 
85	 Q0 	AP890116-0016	357	-71.9322980840	 Exp 
85	 Q0 	AP890615-0149	358	-71.9334256300	 Exp 
85	 Q0 	AP890630-0263	359	-71.9353455388	 Exp 
85	 Q0 	AP890209-0152	360	-71.9395501573	 Exp 
85	 Q0 	AP890227-0178	361	-71.9420158899	 Exp 
85	 Q0 	AP891010-0107	362	-71.9425730681	 Exp 
85	 Q0 	AP890120-0265	363	-71.9442911474	 Exp 
85	 Q0 	AP891017-0189	364	-71.9445757392	 Exp 
85	 Q0 	AP891018-0067	365	-71.9445757392	 Exp 
85	 Q0 	AP891006-0160	366	-71.9516811476	 Exp 
85	 Q0 	AP890408-0007	367	-71.9536978037	 Exp 
85	 Q0 	AP890930-0020	368	-71.9606693469	 Exp 
85	 Q0 	AP890301-0271	369	-71.9617214295	 Exp 
85	 Q0 	AP890228-0188	370	-71.9624699846	 Exp 
85	 Q0 	AP890209-0095	371	-71.9645928693	 Exp 
85	 Q0 	AP891122-0251	372	-71.9659459413	 Exp 
85	 Q0 	AP890328-0167	373	-71.9729860871	 Exp 
85	 Q0 	AP890301-0115	374	-71.9747992684	 Exp 
85	 Q0 	AP890316-0157	375	-71.9755673801	 Exp 
85	 Q0 	AP890405-0165	376	-71.9763430512	 Exp 
85	 Q0 	AP890129-0045	377	-71.9808215599	 Exp 
85	 Q0 	AP891012-0063	378	-71.9827661444	 Exp 
85	 Q0 	AP890719-0043	379	-71.9833281573	 Exp 
85	 Q0 	AP890624-0118	380	-71.9888955156	 Exp 
85	 Q0 	AP890322-0256	381	-71.9920264892	 Exp 
85	 Q0 	AP891212-0096	382	-71.9944836366	 Exp 
85	 Q0 	AP890621-0143	383	-72.0024836857	 Exp 
85	 Q0 	AP890211-0153	384	-72.0113180166	 Exp 
85	 Q0 	AP890322-0123	385	-72.0135299376	 Exp 
85	 Q0 	AP890920-0125	386	-72.0152674775	 Exp 
85	 Q0 	AP890127-0186	387	-72.0182294483	 Exp 
85	 Q0 	AP891213-0175	388	-72.0302271183	 Exp 
85	 Q0 	AP891229-0078	389	-72.0311436466	 Exp 
85	 Q0 	AP890203-0169	390	-72.0350971395	 Exp 
85	 Q0 	AP890307-0083	391	-72.0377603472	 Exp 
85	 Q0 	AP890627-0208	392	-72.0393984833	 Exp 
85	 Q0 	AP890705-0109	393	-72.0537134078	 Exp 
85	 Q0 	AP890712-0077	394	-72.0542806870	 Exp 
85	 Q0 	AP890202-0229	395	-72.0544347638	 Exp 
85	 Q0 	AP891011-0206	396	-72.0640953079	 Exp 
85	 Q0 	AP891018-0233	397	-72.0667007156	 Exp 
85	 Q0 	AP891006-0202	398	-72.0726565681	 Exp 
85	 Q0 	AP890508-0191	399	-72.0727624036	 Exp 
85	 Q0 	AP890217-0137	400	-72.0770685577	 Exp 
85	 Q0 	AP891230-0119	401	-72.0770997838	 Exp 
85	 Q0 	AP890819-0113	402	-72.0795281701	 Exp 
85	 Q0 	AP890314-0201	403	-72.0886593580	 Exp 
85	 Q0 	AP891002-0079	404	-72.0899915202	 Exp 
85	 Q0 	AP890424-0034	405	-72.0916465121	 Exp 
85	 Q0 	AP890311-0029	406	-72.0923718491	 Exp 
85	 Q0 	AP890311-0048	407	-72.0925172895	 Exp 
85	 Q0 	AP891013-0129	408	-72.0997358568	 Exp 
85	 Q0 	AP890714-0204	409	-72.1058721843	 Exp 
85	 Q0 	AP890724-0039	410	-72.1079094679	 Exp 
85	 Q0 	AP890828-0110	411	-72.1143153851	 Exp 
85	 Q0 	AP890715-0093	412	-72.1149034816	 Exp 
85	 Q0 	AP890504-0203	413	-72.1164769516	 Exp 
85	 Q0 	AP890829-0220	414	-72.1216585820	 Exp 
85	 Q0 	AP890221-0082	415	-72.1237603070	 Exp 
85	 Q0 	AP890105-0152	416	-72.1258952360	 Exp 
85	 Q0 	AP890704-0151	417	-72.1329098491	 Exp 
85	 Q0 	AP890710-0012	418	-72.1329098491	 Exp 
85	 Q0 	AP890423-0024	419	-72.1340675208	 Exp 
85	 Q0 	AP890810-0213	420	-72.1341557861	 Exp 
85	 Q0 	AP890626-0150	421	-72.1353923677	 Exp 
85	 Q0 	AP890119-0062	422	-72.1372099198	 Exp 
85	 Q0 	AP891218-0005	423	-72.1388402698	 Exp 
85	 Q0 	AP890520-0002	424	-72.1431343867	 Exp 
85	 Q0 	AP890424-0212	425	-72.1444141927	 Exp 
85	 Q0 	AP891007-0045	426	-72.1493317261	 Exp 
85	 Q0 	AP890413-0182	427	-72.1534537287	 Exp 
85	 Q0 	AP890121-0118	428	-72.1617373644	 Exp 
85	 Q0 	AP890807-0021	429	-72.1645003643	 Exp 
85	 Q0 	AP891112-0021	430	-72.1699337691	 Exp 
85	 Q0 	AP890220-0147	431	-72.1757157398	 Exp 
85	 Q0 	AP891121-0194	432	-72.1789552787	 Exp 
85	 Q0 	AP890928-0226	433	-72.1857680915	 Exp 
85	 Q0 	AP890322-0297	434	-72.1886224896	 Exp 
85	 Q0 	AP890705-0049	435	-72.1912817751	 Exp 
85	 Q0 	AP890106-0119	436	-72.1928627805	 Exp 
