85	 Q0 	AP890220-0143	1	8.3220567107	 Exp 
85	 Q0 	AP891106-0134	382	4.3511528285	 Exp 
85	 Q0 	AP890519-0131	383	4.3495504046	 Exp 
85	 Q0 	AP890609-0198	384	4.3481305010	 Exp 
85	 Q0 	AP890307-0144	385	4.3479871332	 Exp 
85	 Q0 	AP890607-0166	386	4.3472943816	 Exp 
85	 Q0 	AP890518-0053	387	4.3450029511	 Exp 
85	 Q0 	AP890627-0208	388	4.3431678209	 Exp 
85	 Q0 	AP890316-0268	389	4.3413767795	 Exp 
85	 Q0 	AP891130-0235	390	4.3390278666	 Exp 
85	 Q0 	AP890405-0165	391	4.3370221164	 Exp 
85	 Q0 	AP890531-0135	392	4.3314305185	 Exp 
85	 Q0 	AP890516-0152	393	4.3303838404	 Exp 
85	 Q0 	AP890615-0083	394	4.3285376568	 Exp 
85	 Q0 	AP890703-0015	395	4.3273933904	 Exp 
85	 Q0 	AP890602-0217	396	4.3258402517	 Exp 
85	 Q0 	AP890117-0082	397	4.3232767115	 Exp 
85	 Q0 	AP890908-0024	398	4.3225694335	 Exp 
85	 Q0 	AP891213-0213	399	4.3205143484	 Exp 
85	 Q0 	AP890203-0013	400	4.3180484830	 Exp 
85	 Q0 	AP890807-0021	401	4.3156253397	 Exp 
85	 Q0 	AP890908-0218	402	4.3153828548	 Exp 
85	 Q0 	AP890908-0105	403	4.3140022470	 Exp 
85	 Q0 	AP890803-0058	404	4.3128578691	 Exp 
85	 Q0 	AP890121-0052	405	4.3123029067	 Exp 
85	 Q0 	AP891202-0030	406	4.3107340793	 Exp 
85	 Q0 	AP890516-0238	407	4.3073676373	 Exp 
85	 Q0 	AP891218-0005	408	4.3060450626	 Exp 
85	 Q0 	AP890428-0084	409	4.3052951728	 Exp 
85	 Q0 	AP890506-0088	410	4.3039642173	 Exp 
85	 Q0 	AP890221-0075	411	4.3019010211	 Exp 
85	 Q0 	AP890320-0177	412	4.3001159649	 Exp 
85	 Q0 	AP891212-0056	413	4.2999746829	 Exp 
85	 Q0 	AP890122-0046	414	4.2977711205	 Exp 
85	 Q0 	AP891121-0193	415	4.2947222291	 Exp 
85	 Q0 	AP890228-0059	416	4.2929773962	 Exp 
85	 Q0 	AP890723-0036	417	4.2904141680	 Exp 
85	 Q0 	AP890515-0134	418	4.2891882996	 Exp 
85	 Q0 	AP890417-0083	419	4.2890504501	 Exp 
85	 Q0 	AP890406-0183	420	4.2879958698	 Exp 
85	 Q0 	AP890722-0045	421	4.2878834736	 Exp 
85	 Q0 	AP890209-0021	422	4.2861956048	 Exp 
85	 Q0 	AP890523-0052	423	4.2857713637	 Exp 
85	 Q0 	AP890423-0024	424	4.2845767194	 Exp 
85	 Q0 	AP890613-0034	425	4.2821255348	 Exp 
85	 Q0 	AP890305-0001	426	4.2821175328	 Exp 
85	 Q0 	AP890615-0149	427	4.2813920813	 Exp 
85	 Q0 	AP890317-0023	428	4.2810422777	 Exp 
85	 Q0 	AP890814-0234	429	4.2808057287	 Exp 
85	 Q0 	AP890311-0048	430	4.2806902608	 Exp 
85	 Q0 	AP890322-0256	431	4.2804169593	 Exp 
85	 Q0 	AP890426-0134	432	4.2764303798	 Exp 
85	 Q0 	AP890215-0079	433	4.2748412712	 Exp 
85	 Q0 	AP891218-0076	434	4.2729333937	 Exp 
85	 Q0 	AP890126-0131	435	4.2702750889	 Exp 
85	 Q0 	AP890218-0068	436	4.2633435398	 Exp 
85	 Q0 	AP890317-0157	437	4.2632216429	 Exp 
85	 Q0 	AP890920-0201	438	4.2594380097	 Exp 
85	 Q0 	AP890627-0039	439	4.2587113903	 Exp 
85	 Q0 	AP890715-0093	440	4.2564280191	 Exp 
85	 Q0 	AP890201-0127	441	4.2530570866	 Exp 
85	 Q0 	AP890624-0118	442	4.2513856131	 Exp 
85	 Q0 	AP891228-0174	443	4.2501008976	 Exp 
85	 Q0 	AP890125-0123	444	4.2480548074	 Exp 
85	 Q0 	AP890626-0275	445	4.2457585357	 Exp 
85	 Q0 	AP890826-0062	446	4.2394344990	 Exp 
85	 Q0 	AP890312-0048	447	4.2376827984	 Exp 
85	 Q0 	AP891121-0145	448	4.2340953992	 Exp 
85	 Q0 	AP890922-0276	449	4.2319994089	 Exp 
85	 Q0 	AP890215-0020	450	4.2281554326	 Exp 
